City1,City2,Distance
"Dallas, TX","Los Angeles, CA",1246.0
"Dallas, TX","Lubbock, TX",293.0
"Dallas, TX","New York, NY",1381.0
"Dallas, TX","Long Beach, CA",1232.0
"Dallas, TX","Little Rock, AR",296.0
"Dallas, TX","Midland/Odessa, TX",319.0
"Dallas, TX","Kansas City, MO",461.0
"Dallas, TX","Orlando, FL",973.0
"Dallas, TX","Memphis, TN",423.0
"Dallas, TX","Miami, FL",1109.0
"Dallas, TX","Milwaukee, WI",850.0
"Dallas, TX","Minneapolis, MN",853.0
"Dallas, TX","New Orleans, LA",436.0
"Dallas, TX","Montrose/Delta, CO",733.0
"Dallas, TX","Oakland, CA",1468.0
"Dallas, TX","Omaha, NE",586.0
"Dallas, TX","Ontario, CA",1200.0
"Chicago, IL","Dallas, TX",793.0
"Dallas, TX","Portland, OR",1626.0
"Dallas, TX","Philadelphia, PA",1295.0
"Dallas, TX","Phoenix, AZ",879.0
"Dallas, TX","Pittsburgh, PA",1060.0
"Dallas, TX","Pensacola, FL",592.0
"Dallas, TX","Palm Springs, CA",1137.0
"Dallas, TX","Raleigh/Durham, NC",1052.0
"Dallas, TX","Fort Myers, FL",1005.0
"Dallas, TX","San Diego, CA",1182.0
"Dallas, TX","San Antonio, TX",247.0
"Dallas, TX","Savannah, GA",914.0
"Dallas, TX","Louisville, KY",725.0
"Dallas, TX","San Jose, CA",1450.0
"Dallas, TX","Salt Lake City, UT",999.0
"Dallas, TX","Sacramento, CA",1442.0
"Dallas, TX","Santa Ana, CA",1216.0
"Dallas, TX","Sarasota/Bradenton, FL",934.0
"Dallas, TX","St. Louis, MO",546.0
"Dallas, TX","Tampa, FL",917.0
"Dallas, TX","Tulsa, OK",238.0
"Dallas, TX","Valparaiso, FL",630.0
"Fort Lauderdale, FL","Washington, DC",901.0
"Houston, TX","Washington, DC",1190.0
"Milwaukee, WI","Washington, DC",611.0
"Fort Myers, FL","Washington, DC",891.0
"Tampa, FL","Washington, DC",811.0
"Denver, CO","Spokane, WA",836.0
"Denver, CO","Hayden, CO",141.0
"Denver, CO","Jacksonville, FL",1447.0
"Denver, CO","Long Beach, CA",854.0
"Denver, CO","Montrose/Delta, CO",196.0
"Denver, CO","Norfolk, VA",1553.0
"Denver, CO","Pittsburgh, PA",1290.0
"Denver, CO","Palm Springs, CA",776.0
"Denver, CO","Reno, NV",804.0
"Denver, CO","Santa Barbara, CA",916.0
"Denver, CO","Louisville, KY",1024.0
"Denver, CO","San Jose, CA",948.0
"Denver, CO","Sarasota/Bradenton, FL",1531.0
"Denver, CO","Tucson, AZ",639.0
"Des Moines, IA","St. Louis, MO",259.0
"Houston, TX","Panama City, FL",570.0
"Panama City, FL","St. Louis, MO",634.0
"El Paso, TX","Houston, TX",667.0
"El Paso, TX","Los Angeles, CA",715.0
"El Paso, TX","Phoenix, AZ",347.0
"El Paso, TX","San Antonio, TX",496.0
"Fort Lauderdale, FL","Islip, NY",1092.0
"Fort Lauderdale, FL","Phoenix, AZ",1972.0
"Fort Lauderdale, FL","Providence, RI",1188.0
"Fort Lauderdale, FL","San Antonio, TX",1145.0
"Oakland, CA","Spokane, WA",723.0
"Sacramento, CA","Spokane, WA",649.0
"Greer, SC","Houston, TX",837.0
"Hayden, CO","Houston, TX",985.0
"Charleston, SC","Houston, TX",925.0
"Harlingen/San Benito, TX","Houston, TX",295.0
"Houston, TX","Indianapolis, IN",844.0
"Houston, TX","Jackson/Vicksburg, MS",351.0
"Houston, TX","Jacksonville, FL",817.0
"Houston, TX","Long Beach, CA",1374.0
"Houston, TX","Midland/Odessa, TX",429.0
"Houston, TX","Kansas City, MO",643.0
"Houston, TX","Memphis, TN",468.0
"Houston, TX","Montrose/Delta, CO",927.0
"Houston, TX","Oakland, CA",1642.0
"Houston, TX","Oklahoma City, OK",395.0
"Houston, TX","Omaha, NE",781.0
"Houston, TX","Pensacola, FL",489.0
"Fort Myers, FL","Houston, TX",852.0
"Houston, TX","San Diego, CA",1303.0
"Houston, TX","San Antonio, TX",191.0
"Houston, TX","Savannah, GA",851.0
"Houston, TX","San Jose, CA",1608.0
"Houston, TX","San Juan, PR",2007.0
"Houston, TX","Sacramento, CA",1609.0
"Houston, TX","Santa Ana, CA",1346.0
"Houston, TX","Sarasota/Bradenton, FL",796.0
"Houston, TX","St. Louis, MO",667.0
"Houston, TX","Tulsa, OK",429.0
"St. Louis, MO","Wichita, KS",392.0
"Indianapolis, IN","Phoenix, AZ",1488.0
"Jackson/Vicksburg, MS","Orlando, FL",588.0
"Jacksonville, FL","St. Louis, MO",753.0
"Kona, HI","Las Vegas, NV",2717.0
"Kona, HI","Oakland, CA",2378.0
"Kona, HI","San Diego, CA",2556.0
"Kona, HI","San Jose, CA",2384.0
"Las Vegas, NV","Lubbock, TX",775.0
"Las Vegas, NV","Long Beach, CA",231.0
"Las Vegas, NV","Midland/Odessa, TX",795.0
"Las Vegas, NV","Palm Springs, CA",173.0
"Las Vegas, NV","Santa Barbara, CA",289.0
"Las Vegas, NV","San Jose, CA",386.0
"Los Angeles, CA","Phoenix, AZ",370.0
"Los Angeles, CA","Sacramento, CA",373.0
"Los Angeles, CA","Tucson, AZ",451.0
"Kansas City, MO","New York, NY",1113.0
"New York, NY","St. Louis, MO",888.0
"Long Beach, CA","Oakland, CA",353.0
"Long Beach, CA","Phoenix, AZ",355.0
"Long Beach, CA","Reno, NV",402.0
"Long Beach, CA","San Jose, CA",324.0
"Long Beach, CA","Sacramento, CA",387.0
"Long Beach, CA","St. Louis, MO",1581.0
"Lihue, HI","Phoenix, AZ",2979.0
"Lihue, HI","San Diego, CA",2676.0
"Lihue, HI","San Jose, CA",2466.0
"Little Rock, AR","Phoenix, AZ",1136.0
"Little Rock, AR","St. Louis, MO",296.0
"Kansas City, MO","New Orleans, LA",689.0
"Kansas City, MO","Oakland, CA",1489.0
"Kansas City, MO","Portland, OR",1482.0
"Kansas City, MO","Phoenix, AZ",1044.0
"Kansas City, MO","St. Louis, MO",237.0
"Oklahoma City, OK","Orlando, FL",1069.0
"Chicago, IL","Oakland, CA",1836.0
"Chicago, IL","Philadelphia, PA",678.0
"Chicago, IL","San Diego, CA",1723.0
"Memphis, TN","Tampa, FL",655.0
"Milwaukee, WI","St. Louis, MO",317.0
"New Orleans, LA","Phoenix, AZ",1300.0
"New Orleans, LA","San Diego, CA",1599.0
"New Orleans, LA","San Antonio, TX",494.0
"New Orleans, LA","St. Louis, MO",604.0
"Oakland, CA","Ontario, CA",362.0
"Oakland, CA","Palm Springs, CA",418.0
"Oakland, CA","Reno, NV",181.0
"Oakland, CA","San Diego, CA",446.0
"Oakland, CA","Santa Barbara, CA",263.0
"Kahului, HI","Phoenix, AZ",2845.0
"Oklahoma City, OK","Phoenix, AZ",833.0
"Oklahoma City, OK","St. Louis, MO",462.0
"Omaha, NE","Washington, DC",1012.0
"Omaha, NE","Tampa, FL",1190.0
"Ontario, CA","San Jose, CA",333.0
"Phoenix, AZ","Portland, OR",1009.0
"Portland, OR","St. Louis, MO",1708.0
"Palm Springs, CA","Phoenix, AZ",261.0
"Phoenix, AZ","Reno, NV",601.0
"Phoenix, AZ","San Antonio, TX",843.0
"Louisville, KY","Phoenix, AZ",1506.0
"Phoenix, AZ","San Jose, CA",621.0
"Phoenix, AZ","Tampa, FL",1788.0
"Houston, TX","Pittsburgh, PA",1117.0
"Pensacola, FL","St. Louis, MO",598.0
"Palm Springs, CA","Sacramento, CA",439.0
"Phoenix, AZ","Raleigh/Durham, NC",1891.0
"Reno, NV","San Diego, CA",488.0
"Reno, NV","San Jose, CA",188.0
"Reno, NV","Santa Ana, CA",415.0
"Kansas City, MO","San Diego, CA",1334.0
"San Antonio, TX","San Diego, CA",1129.0
"San Diego, CA","St. Louis, MO",1557.0
"San Diego, CA","Tucson, AZ",368.0
"San Antonio, TX","St. Louis, MO",786.0
"San Antonio, TX","Tampa, FL",972.0
"Chicago, IL","Savannah, GA",773.0
"Dallas, TX","Seattle, WA",1670.0
"Seattle, WA","St. Louis, MO",1709.0
"San Francisco, CA","St. Louis, MO",1735.0
"San Jose, CA","Santa Ana, CA",342.0
"San Jose, CA","St. Louis, MO",1715.0
"San Juan, PR","St. Louis, MO",2024.0
"Chicago, IL","Sacramento, CA",1781.0
"Sacramento, CA","St. Louis, MO",1679.0
"Santa Ana, CA","St. Louis, MO",1569.0
"Kansas City, MO","Sarasota/Bradenton, FL",1078.0
"Sarasota/Bradenton, FL","St. Louis, MO",903.0
"Oakland, CA","St. Louis, MO",1725.0
"Omaha, NE","St. Louis, MO",342.0
"Pittsburgh, PA","St. Louis, MO",554.0
"Raleigh/Durham, NC","St. Louis, MO",667.0
"St. Louis, MO","Tulsa, OK",351.0
"Houston, TX","Tucson, AZ",936.0
"Albany, NY","Chicago, IL",723.0
"Austin, TX","Columbus, OH",1073.0
"Austin, TX","Harlingen/San Benito, TX",273.0
"Austin, TX","Pittsburgh, PA",1210.0
"Burbank, CA","Chicago, IL",1740.0
"Baltimore, MD","Grand Rapids, MI",528.0
"Bozeman, MT","San Diego, CA",956.0
"Bozeman, MT","Santa Ana, CA",908.0
"Charlotte, NC","Chicago, IL",599.0
"Colorado Springs, CO","Houston, TX",809.0
"Chicago, IL","Colorado Springs, CO",911.0
"Dallas, TX","Reno, NV",1356.0
"Denver, CO","Panama City, FL",1250.0
"Denver, CO","Wichita, KS",420.0
"Denver, CO","Midland/Odessa, TX",563.0
"Denver, CO","Richmond, VA",1482.0
"Cincinnati, OH","Houston, TX",871.0
"Houston, TX","Lubbock, TX",475.0
"Houston, TX","Milwaukee, WI",984.0
"Houston, TX","Ontario, CA",1334.0
"Houston, TX","Reno, NV",1530.0
"Kona, HI","Phoenix, AZ",2860.0
"Kona, HI","Sacramento, CA",2435.0
"Las Vegas, NV","Lihue, HI",2818.0
"Chicago, IL","Long Beach, CA",1741.0
"Chicago, IL","Manchester, NH",843.0
"Chicago, IL","Myrtle Beach, SC",753.0
"Chicago, IL","Ontario, CA",1706.0
"Chicago, IL","Palm Springs, CA",1651.0
"Chicago, IL","Providence, RI",849.0
"Chicago, IL","San Francisco, CA",1846.0
"Chicago, IL","San Jose, CA",1829.0
"Chicago, IL","Santa Ana, CA",1726.0
"Memphis, TN","Phoenix, AZ",1264.0
"Milwaukee, WI","Sarasota/Bradenton, FL",1113.0
"Chicago, IL","Tucson, AZ",1437.0
"Oakland, CA","Tucson, AZ",747.0
"Chicago, IL","Oklahoma City, OK",693.0
"Albuquerque, NM","Burbank, CA",672.0
"Albany, NY","Fort Myers, FL",1205.0
"Oklahoma City, OK","Tampa, FL",1023.0
"Richmond, VA","Tampa, FL",723.0
"Fort Myers, FL","Rochester, NY",1166.0
"Chicago, IL","West Palm Beach/Palm Beach, FL",1144.0
"Nashville, TN","Omaha, NE",612.0
"Boston, MA","Kansas City, MO",1256.0
"Kansas City, MO","San Antonio, TX",706.0
"Charlotte, NC","Newark, NJ",529.0
"Key West, FL","Washington, DC",1023.0
"Newark, NJ","Raleigh/Durham, NC",416.0
"Buffalo, NY","Newark, NJ",282.0
"Newark, NJ","Sarasota/Bradenton, FL",1034.0
"Newark, NJ","Norfolk, VA",284.0
"Newark, NJ","Providence, RI",160.0
"Chicago, IL","Portland, ME",895.0
"Jacksonville, FL","Newark, NJ",820.0
"Key West, FL","Newark, NJ",1196.0
"Louisville, KY","Newark, NJ",642.0
"Fayetteville, AR","Newark, NJ",1131.0
"Memphis, TN","Newark, NJ",946.0
"Newark, NJ","Pittsburgh, PA",319.0
"Charleston, SC","Newark, NJ",628.0
"Newark, NJ","Rochester, NY",246.0
"Albany, NY","Newark, NJ",143.0
"Indianapolis, IN","Newark, NJ",645.0
"Columbus, OH","Newark, NJ",463.0
"Madison, WI","Newark, NJ",799.0
"Boston, MA","Newark, NJ",200.0
"Newark, NJ","Portland, ME",284.0
"Milwaukee, WI","Newark, NJ",725.0
"Greer, SC","Newark, NJ",594.0
"Greensboro/High Point, NC","Newark, NJ",445.0
"Boston, MA","Washington, DC",399.0
"Cleveland, OH","Newark, NJ",404.0
"Newark, NJ","Washington, DC",212.0
"Chicago, IL","Duluth, MN",397.0
"Burlington, VT","Newark, NJ",266.0
"Grand Rapids, MI","Newark, NJ",605.0
"Newark, NJ","Syracuse, NY",195.0
"Washington, DC","West Palm Beach/Palm Beach, FL",857.0
"Kansas City, MO","Newark, NJ",1092.0
"Newark, NJ","St. Louis, MO",872.0
"Chicago, IL","Kalispell, MT",1352.0
"Manchester, NH","Newark, NJ",209.0
"Newark, NJ","Richmond, VA",277.0
"Columbus, OH","Detroit, MI",155.0
"New York, NY","Pensacola, FL",1030.0
"Boston, MA","Charlotte, NC",728.0
"Charlotte, NC","New York, NY",541.0
"Boston, MA","Charleston, SC",818.0
"Columbus, OH","New York, NY",479.0
"Boston, MA","Indianapolis, IN",818.0
"Boston, MA","Pittsburgh, PA",496.0
"Jacksonville, FL","New York, NY",828.0
"Boston, MA","Jacksonville, FL",1010.0
"Indianapolis, IN","New York, NY",665.0
"New York, NY","Pittsburgh, PA",335.0
"Boston, MA","Raleigh/Durham, NC",612.0
"New York, NY","Omaha, NE",1148.0
"New York, NY","Washington, DC",229.0
"Louisville, KY","New York, NY",659.0
"Detroit, MI","Pittsburgh, PA",201.0
"Boston, MA","Columbus, OH",640.0
"Boston, MA","Philadelphia, PA",280.0
"Key West, FL","New York, NY",1201.0
"Atlanta, GA","Hilton Head, SC",238.0
"Madison, WI","New York, NY",812.0
"Madison, WI","Washington, DC",707.0
"Detroit, MI","Lexington, KY",296.0
"Charleston, SC","New York, NY",636.0
"Lexington, KY","Washington, DC",392.0
"Boston, MA","Richmond, VA",474.0
"Boston, MA","Cleveland, OH",563.0
"Cleveland, OH","New York, NY",425.0
"Albany, NY","Miami, FL",1225.0
"Burlington, VT","Miami, FL",1348.0
"Miami, FL","Tulsa, OK",1168.0
"Charlotte, NC","Key West, FL",736.0
"New York, NY","Norfolk, VA",296.0
"New York, NY","Richmond, VA",292.0
"New York, NY","Oklahoma City, OK",1341.0
"New York, NY","Wilmington, NC",500.0
"Pittsburgh, PA","Raleigh/Durham, NC",328.0
"Charlottesville, VA","New York, NY",305.0
"Cincinnati, OH","New York, NY",589.0
"Greensboro/High Point, NC","New York, NY",461.0
"New York, NY","Philadelphia, PA",94.0
"Memphis, TN","New York, NY",963.0
"New York, NY","Roanoke, VA",405.0
"Key West, FL","Philadelphia, PA",1121.0
"Greensboro/High Point, NC","Philadelphia, PA",365.0
"Dayton, OH","New York, NY",549.0
"Austin, TX","Philadelphia, PA",1430.0
"New York, NY","Worcester, MA",146.0
"Louisville, KY","Philadelphia, PA",576.0
"Charlotte, NC","Hilton Head, SC",207.0
"Fayetteville, AR","New York, NY",1147.0
"Knoxville, TN","New York, NY",647.0
"Minneapolis, MN","Wichita, KS",545.0
"Detroit, MI","Knoxville, TN",443.0
"Minneapolis, MN","Moline, IL",274.0
"Bangor, ME","New York, NY",382.0
"Atlanta, GA","Charlottesville, VA",457.0
"Burlington, VT","New York, NY",258.0
"Allentown/Bethlehem/Easton, PA","Atlanta, GA",692.0
"Detroit, MI","Richmond, VA",456.0
"Atlanta, GA","Brunswick, GA",238.0
"Atlanta, GA","Shreveport, LA",551.0
"Bangor, ME","Boston, MA",201.0
"Atlanta, GA","Wilmington, NC",377.0
"Atlanta, GA","Lafayette, LA",503.0
"Atlanta, GA","South Bend, IN",566.0
"Milwaukee, WI","New York, NY",745.0
"Cincinnati, OH","Detroit, MI",229.0
"Cedar Rapids/Iowa City, IA","Minneapolis, MN",220.0
"Atlanta, GA","Fort Wayne, IN",508.0
"Detroit, MI","Green Bay, WI",287.0
"Atlanta, GA","Charleston/Dunbar, WV",363.0
"Atlanta, GA","Valdosta, GA",208.0
"Cedar Rapids/Iowa City, IA","Detroit, MI",430.0
"New York, NY","Savannah, GA",718.0
"New York, NY","Portland, ME",273.0
"Bismarck/Mandan, ND","Minneapolis, MN",386.0
"Columbia, SC","New York, NY",617.0
"Buffalo, NY","New York, NY",301.0
"Atlanta, GA","Bristol/Johnson City/Kingsport, TN",227.0
"New York, NY","Rochester, NY",254.0
"Atlanta, GA","Rochester, MN",831.0
"Atlanta, GA","Jacksonville/Camp Lejeune, NC",399.0
"Atlanta, GA","Bloomington/Normal, IL",533.0
"Atlanta, GA","Mobile, AL",302.0
"Atlanta, GA","Cedar Rapids/Iowa City, IA",694.0
"Detroit, MI","Huntsville, AL",554.0
"Duluth, MN","Minneapolis, MN",144.0
"Des Moines, IA","Detroit, MI",533.0
"Atlanta, GA","Evansville, IN",350.0
"Atlanta, GA","Augusta, GA",143.0
"Allentown/Bethlehem/Easton, PA","Detroit, MI",425.0
"Appleton, WI","Detroit, MI",296.0
"Green Bay, WI","Minneapolis, MN",252.0
"Detroit, MI","Traverse City, MI",207.0
"New York, NY","Syracuse, NY",209.0
"Birmingham, AL","New York, NY",866.0
"Detroit, MI","Lansing, MI",74.0
"Albany, NY","New York, NY",136.0
"Grand Rapids, MI","New York, NY",618.0
"New York, NY","Providence, RI",143.0
"Grand Forks, ND","Minneapolis, MN",284.0
"Fayetteville, AR","Minneapolis, MN",596.0
"Atlanta, GA","Columbus, MS",241.0
"Greer, SC","New York, NY",610.0
"Detroit, MI","Kalamazoo, MI",113.0
"Albany, GA","Atlanta, GA",145.0
"Atlanta, GA","Dothan, AL",170.0
"Minneapolis, MN","Mosinee, WI",175.0
"Detroit, MI","Saginaw/Bay City/Midland, MI",98.0
"Des Moines, IA","Minneapolis, MN",232.0
"Atlanta, GA","Moline, IL",633.0
"Minneapolis, MN","Minot, ND",449.0
"Detroit, MI","Greensboro/High Point, NC",460.0
"Atlanta, GA","Columbus, GA",83.0
"Alexandria, LA","Atlanta, GA",500.0
"Atlanta, GA","Monroe, LA",448.0
"Appleton, WI","Minneapolis, MN",236.0
"Cincinnati, OH","Minneapolis, MN",596.0
"Detroit, MI","Rochester, NY",296.0
"Detroit, MI","Harrisburg, PA",371.0
"Atlanta, GA","Montgomery, AL",147.0
"Chattanooga, TN","Detroit, MI",505.0
"Minneapolis, MN","Rochester, MN",76.0
"Detroit, MI","Louisville, KY",306.0
"Detroit, MI","Mosinee, WI",363.0
"Des Moines, IA","New York, NY",1031.0
"Columbus, OH","Minneapolis, MN",626.0
"Burlington, VT","Detroit, MI",537.0
"Boston, MA","Norfolk, VA",468.0
"Dayton, OH","Detroit, MI",166.0
"Detroit, MI","Ithaca/Cortland, NY",353.0
"Boston, MA","Milwaukee, WI",860.0
"Minneapolis, MN","Pittsburgh, PA",726.0
"Binghamton, NY","Detroit, MI",378.0
"Huntsville, AL","Indianapolis, IN",351.0
"Birmingham, AL","Indianapolis, IN",425.0
"Dallas/Fort Worth, TX","Honolulu, HI",3784.0
"Dallas/Fort Worth, TX","Kahului, HI",3711.0
"Dallas/Fort Worth, TX","San Juan, PR",2165.0
"Charlotte, NC","Honolulu, HI",4678.0
"Dallas/Fort Worth, TX","Kona, HI",3724.0
"Los Angeles, CA","Miami, FL",2342.0
"Dallas/Fort Worth, TX","Spokane, WA",1477.0
"Miami, FL","Seattle, WA",2724.0
"Charlotte Amalie, VI","Chicago, IL",2116.0
"Charlotte, NC","Phoenix, AZ",1773.0
"Charlotte, NC","Miami, FL",650.0
"Cleveland, OH","Dallas/Fort Worth, TX",1021.0
"Dallas/Fort Worth, TX","Santa Ana, CA",1205.0
"Charlotte, NC","Los Angeles, CA",2125.0
"Dallas/Fort Worth, TX","San Jose, CA",1438.0
"Miami, FL","Washington, DC",921.0
"Miami, FL","San Francisco, CA",2585.0
"Dallas/Fort Worth, TX","San Antonio, TX",247.0
"Dallas/Fort Worth, TX","Jacksonville, FL",918.0
"Albuquerque, NM","Dallas/Fort Worth, TX",569.0
"Dallas/Fort Worth, TX","Washington, DC",1172.0
"Dallas/Fort Worth, TX","Pittsburgh, PA",1067.0
"Charlotte Amalie, VI","Miami, FL",1107.0
"Boston, MA","Phoenix, AZ",2300.0
"New York, NY","Santa Ana, CA",2454.0
"Charlotte, NC","Dallas/Fort Worth, TX",936.0
"Philadelphia, PA","San Diego, CA",2370.0
"Austin, TX","Charlotte, NC",1032.0
"Dallas/Fort Worth, TX","Eugene, OR",1606.0
"Charlotte, NC","Tampa, FL",507.0
"Dallas/Fort Worth, TX","Sacramento, CA",1431.0
"Miami, FL","Phoenix, AZ",1972.0
"Philadelphia, PA","Phoenix, AZ",2075.0
"Charlotte, NC","Fort Myers, FL",600.0
"Charlotte, NC","San Juan, PR",1475.0
"Charlotte Amalie, VI","Dallas/Fort Worth, TX",2225.0
"Phoenix, AZ","Washington, DC",1956.0
"Fresno, CA","Phoenix, AZ",493.0
"Eagle, CO","New York, NY",1739.0
"Dallas/Fort Worth, TX","Key West, FL",1089.0
"Charlotte, NC","San Francisco, CA",2296.0
"Chicago, IL","Jackson, WY",1162.0
"Miami, FL","San Antonio, TX",1143.0
"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1061.0
"Charlotte Amalie, VI","Charlotte, NC",1520.0
"Charlotte, NC","San Diego, CA",2077.0
"Dallas/Fort Worth, TX","Santa Barbara, CA",1316.0
"Charlotte, NC","West Palm Beach/Palm Beach, FL",590.0
"Dallas/Fort Worth, TX","Fresno, CA",1313.0
"Dallas/Fort Worth, TX","Palm Springs, CA",1126.0
"Dallas/Fort Worth, TX","Sarasota/Bradenton, FL",945.0
"Charlotte, NC","Portland, ME",813.0
"Dallas/Fort Worth, TX","Richmond, VA",1158.0
"Dallas/Fort Worth, TX","Tucson, AZ",813.0
"Dallas/Fort Worth, TX","Reno, NV",1345.0
"Phoenix, AZ","Tucson, AZ",110.0
"Dallas/Fort Worth, TX","Hartford, CT",1471.0
"Dallas/Fort Worth, TX","Fort Myers, FL",1017.0
"Bozeman, MT","Dallas/Fort Worth, TX",1163.0
"Charlotte, NC","Seattle, WA",2279.0
"Dallas/Fort Worth, TX","Syracuse, NY",1336.0
"Dallas/Fort Worth, TX","Eagle, CO",721.0
"Eagle, CO","Miami, FL",1810.0
"Charlotte, NC","Jackson, WY",1685.0
"Newark, NJ","Phoenix, AZ",2133.0
"Charlotte, NC","San Antonio, TX",1095.0
"Austin, TX","San Juan, PR",2146.0
"Eagle, CO","Philadelphia, PA",1678.0
"Madison, WI","Phoenix, AZ",1396.0
"Jackson, WY","New York, NY",1887.0
"Christiansted, VI","Miami, FL",1139.0
"Dallas/Fort Worth, TX","Jackson, WY",1047.0
"Bozeman, MT","Charlotte, NC",1736.0
"Dallas/Fort Worth, TX","Milwaukee, WI",853.0
"Charlotte, NC","Houston, TX",912.0
"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",1102.0
"Charlotte, NC","Portland, OR",2282.0
"Dallas/Fort Worth, TX","Gunnison, CO",678.0
"Dallas/Fort Worth, TX","Hayden, CO",769.0
"Philadelphia, PA","Seattle, WA",2378.0
"Charlotte, NC","Christiansted, VI",1562.0
"Charlotte Amalie, VI","Philadelphia, PA",1605.0
"Las Vegas, NV","Washington, DC",2065.0
"Burbank, CA","Dallas/Fort Worth, TX",1231.0
"Charlotte, NC","Sacramento, CA",2244.0
"Dallas/Fort Worth, TX","Norfolk, VA",1212.0
"Miami, FL","San Diego, CA",2267.0
"Philadelphia, PA","San Francisco, CA",2521.0
"Charlotte, NC","Montgomery, AL",372.0
"Newport News/Williamsburg, VA","Philadelphia, PA",201.0
"Charlotte, NC","Greenville, NC",203.0
"Philadelphia, PA","Richmond, VA",198.0
"Harrisburg, PA","Philadelphia, PA",84.0
"Asheville, NC","Philadelphia, PA",504.0
"Boston, MA","Rochester, NY",343.0
"Charlotte, NC","Evansville, IN",414.0
"Philadelphia, PA","Watertown, NY",287.0
"Philadelphia, PA","Roanoke, VA",311.0
"Charlotte, NC","Salisbury, MD",371.0
"Boston, MA","Harrisburg, PA",335.0
"Charlotte, NC","Mobile, AL",526.0
"Charlotte, NC","Roanoke, VA",155.0
"Charlotte, NC","Florence, SC",99.0
"Albany, NY","Philadelphia, PA",212.0
"Philadelphia, PA","Syracuse, NY",228.0
"Philadelphia, PA","Rochester, NY",257.0
"Islip, NY","Philadelphia, PA",130.0
"Philadelphia, PA","State College, PA",153.0
"Ashland, WV","Charlotte, NC",235.0
"Philadelphia, PA","Salisbury, MD",107.0
"Philadelphia, PA","Wilmington, NC",413.0
"Boston, MA","Syracuse, NY",265.0
"Akron, OH","Philadelphia, PA",335.0
"Fort Wayne, IN","Philadelphia, PA",530.0
"Lexington, KY","Philadelphia, PA",520.0
"Philadelphia, PA","Worcester, MA",241.0
"Columbia, SC","Philadelphia, PA",523.0
"Newark, NJ","Seattle, WA",2402.0
"Newark, NJ","Portland, OR",2434.0
"Boston, MA","Portland, OR",2537.0
"Anchorage, AK","Bethel, AK",399.0
"Anchorage, AK","Kodiak, AK",253.0
"Anchorage, AK","Barrow, AK",725.0
"Ontario, CA","Portland, OR",838.0
"Juneau, AK","Ketchikan, AK",234.0
"Ketchikan, AK","Seattle, WA",680.0
"Juneau, AK","Sitka, AK",95.0
"Anchorage, AK","Juneau, AK",571.0
"Ketchikan, AK","Sitka, AK",183.0
"Juneau, AK","Seattle, WA",909.0
"Fort Lauderdale, FL","Seattle, WA",2717.0
"Anchorage, AK","Portland, OR",1542.0
"Anchorage, AK","Chicago, IL",2846.0
"Anchorage, AK","Los Angeles, CA",2345.0
"Anchorage, AK","Kotzebue, AK",548.0
"Anchorage, AK","Phoenix, AZ",2552.0
"Adak Island, AK","Anchorage, AK",1192.0
"Portland, OR","Tampa, FL",2497.0
"Los Angeles, CA","Newark, NJ",2454.0
"Newark, NJ","San Francisco, CA",2565.0
"Dallas, TX","San Francisco, CA",1476.0
"Fort Lauderdale, FL","Portland, OR",2694.0
"Fort Lauderdale, FL","San Francisco, CA",2584.0
"Milwaukee, WI","Seattle, WA",1694.0
"Fort Myers, FL","Los Angeles, CA",2238.0
"Pittsburgh, PA","Seattle, WA",2125.0
"Fort Myers, FL","Seattle, WA",2623.0
"Fort Lauderdale, FL","San Diego, CA",2269.0
"San Antonio, TX","Seattle, WA",1774.0
"Indianapolis, IN","Seattle, WA",1866.0
"Ontario, CA","Seattle, WA",956.0
"Houston, TX","Seattle, WA",1874.0
"San Francisco, CA","Tampa, FL",2393.0
"Omaha, NE","Seattle, WA",1368.0
"Anchorage, AK","Las Vegas, NV",2304.0
"Orlando, FL","Portland, OR",2534.0
"New Orleans, LA","Seattle, WA",2086.0
"Orlando, FL","San Diego, CA",2149.0
"Portland, OR","Washington, DC",2327.0
"Newark, NJ","San Diego, CA",2425.0
"Kona, HI","Portland, OR",2607.0
"Anchorage, AK","Honolulu, HI",2777.0
"Lihue, HI","Portland, OR",2631.0
"Anchorage, AK","Kona, HI",2874.0
"Burbank, CA","Seattle, WA",937.0
"Columbus, OH","Seattle, WA",2016.0
"San Francisco, CA","Washington, DC",2419.0
"Albuquerque, NM","Seattle, WA",1180.0
"Orlando, FL","San Francisco, CA",2446.0
"Oklahoma City, OK","Seattle, WA",1519.0
"Anchorage, AK","Cordova, AK",160.0
"Juneau, AK","Petersburg, AK",123.0
"Ketchikan, AK","Wrangell, AK",82.0
"Petersburg, AK","Wrangell, AK",31.0
"Kotzebue, AK","Nome, AK",183.0
"Anchorage, AK","Nome, AK",539.0
"Burbank, CA","Portland, OR",817.0
"Baltimore, MD","Seattle, WA",2335.0
"Boston, MA","San Diego, CA",2588.0
"Austin, TX","San Francisco, CA",1504.0
"Anchorage, AK","Deadhorse, AK",626.0
"Cordova, AK","Yakutat, AK",213.0
"Charleston, SC","Seattle, WA",2415.0
"Anchorage, AK","Kahului, HI",2797.0
"Juneau, AK","Yakutat, AK",198.0
"Portland, OR","Tucson, AZ",1119.0
