City1,City2,Distance
"Dallas/Fort Worth, TX","San Angelo, TX",229.0
"Chicago, IL","Moline, IL",139.0
"Chicago, IL","Louisville, KY",271.0
"Austin, TX","El Paso, TX",528.0
"Chicago, IL","Newark, NJ",719.0
"Chicago, IL","Marquette, MI",303.0
"Chicago, IL","Flint, MI",223.0
"Dallas/Fort Worth, TX","Monroe, LA",293.0
"Chicago, IL","Jacksonville, FL",849.0
"Chicago, IL","Pittsburgh, PA",402.0
"Dallas/Fort Worth, TX","Monterey, CA",1430.0
"Chicago, IL","Kansas City, MO",405.0
"Chicago, IL","Syracuse, NY",607.0
"Austin, TX","Nashville, TN",756.0
"Miami, FL","Nashville, TN",806.0
"Augusta, GA","Dallas/Fort Worth, TX",874.0
"Austin, TX","Oklahoma City, OK",358.0
"Chicago, IL","Springfield, MO",438.0
"Dallas/Fort Worth, TX","El Paso, TX",551.0
"Miami, FL","New Orleans, LA",675.0
"Raleigh/Durham, NC","Washington, DC",224.0
"Chicago, IL","Milwaukee, WI",67.0
"Birmingham, AL","Miami, FL",661.0
"Chicago, IL","St. Louis, MO",251.0
"Dallas/Fort Worth, TX","Oklahoma City, OK",175.0
"Chicago, IL","Norfolk, VA",704.0
"Dallas/Fort Worth, TX","Lubbock, TX",282.0
"Chicago, IL","Huntsville, AL",510.0
"Dallas/Fort Worth, TX","Texarkana, AR",181.0
"Miami, FL","Omaha, NE",1393.0
"Dallas/Fort Worth, TX","Dayton, OH",861.0
"Austin, TX","Fort Myers, FL",1001.0
"Dallas/Fort Worth, TX","Grand Junction, CO",773.0
"Chicago, IL","Cleveland, OH",316.0
"Chicago, IL","Fayetteville, AR",522.0
"Austin, TX","Raleigh/Durham, NC",1162.0
"Miami, FL","Savannah, GA",440.0
"Dallas/Fort Worth, TX","Gainesville, FL",900.0
"Albuquerque, NM","Chicago, IL",1121.0
"Dallas/Fort Worth, TX","Memphis, TN",431.0
"Chicago, IL","Omaha, NE",423.0
"Miami, FL","Tampa, FL",204.0
"Chicago, IL","El Paso, TX",1236.0
"Fayetteville, AR","Washington, DC",963.0
"Charlotte, NC","Columbus, OH",347.0
"Chicago, IL","Scranton/Wilkes-Barre, PA",632.0
"Dallas/Fort Worth, TX","Knoxville, TN",772.0
"Dallas/Fort Worth, TX","Valparaiso, FL",641.0
"Chicago, IL","Lexington, KY",323.0
"Little Rock, AR","Miami, FL",941.0
"Charlotte, NC","Pittsburgh, PA",366.0
"Miami, FL","Tallahassee, FL",402.0
"Dallas/Fort Worth, TX","Montgomery, AL",622.0
"Dallas/Fort Worth, TX","Mobile, AL",539.0
"Chicago, IL","Traverse City, MI",224.0
"Dallas/Fort Worth, TX","Springfield, IL",630.0
"Chicago, IL","San Antonio, TX",1036.0
"Amarillo, TX","Dallas/Fort Worth, TX",312.0
"Chicago, IL","Sarasota/Bradenton, FL",1035.0
"Dallas/Fort Worth, TX","Wichita, KS",328.0
"Champaign/Urbana, IL","Dallas/Fort Worth, TX",693.0
"Albuquerque, NM","Austin, TX",619.0
"Augusta, GA","Washington, DC",468.0
"Dallas/Fort Worth, TX","Grand Island, NE",561.0
"Charlotte, NC","Springfield, MO",708.0
"Louisville, KY","Miami, FL",910.0
"Charlotte, NC","Fayetteville, AR",754.0
"Birmingham, AL","Chicago, IL",584.0
"Austin, TX","Tampa, FL",928.0
"Grand Rapids, MI","Miami, FL",1214.0
"Chicago, IL","Rochester, MN",268.0
"Dallas/Fort Worth, TX","Omaha, NE",583.0
"Chicago, IL","Nashville, TN",395.0
"Dallas/Fort Worth, TX","Des Moines, IA",624.0
"Columbus, OH","Washington, DC",299.0
"Dallas/Fort Worth, TX","Shreveport, LA",190.0
"Chicago, IL","Key West, FL",1251.0
"Charlotte, NC","Des Moines, IA",815.0
"Chicago, IL","Columbia, MO",315.0
"Miami, FL","Richmond, VA",825.0
"Birmingham, AL","Dallas/Fort Worth, TX",597.0
"Charleston, SC","Washington, DC",441.0
"Chicago, IL","Washington, DC",588.0
"Dallas/Fort Worth, TX","Missoula, MT",1320.0
"Allentown/Bethlehem/Easton, PA","Chicago, IL",655.0
"Nashville, TN","Raleigh/Durham, NC",442.0
"Colorado Springs, CO","Dallas/Fort Worth, TX",592.0
"Dallas/Fort Worth, TX","San Luis Obispo, CA",1360.0
"Dallas/Fort Worth, TX","Myrtle Beach, SC",1048.0
"Hartford, CT","Miami, FL",1194.0
"Austin, TX","Kansas City, MO",650.0
"Chicago, IL","Lansing, MI",179.0
"Chicago, IL","Harrisburg, PA",594.0
"Beaumont/Port Arthur, TX","Dallas/Fort Worth, TX",270.0
"Appleton, WI","Chicago, IL",160.0
"Billings, MT","Dallas/Fort Worth, TX",1081.0
"Indianapolis, IN","Miami, FL",1020.0
"Columbus, OH","Dallas/Fort Worth, TX",926.0
"Dallas/Fort Worth, TX","Wilmington, NC",1106.0
"Dallas/Fort Worth, TX","Indianapolis, IN",761.0
"Charleston, SC","Chicago, IL",760.0
"Asheville, NC","Dallas/Fort Worth, TX",848.0
"Indianapolis, IN","Washington, DC",476.0
"Dallas/Fort Worth, TX","St. Louis, MO",550.0
"Austin, TX","New Orleans, LA",444.0
"Dallas/Fort Worth, TX","Montrose/Delta, CO",722.0
"Dallas/Fort Worth, TX","Houston, TX",247.0
"Dallas/Fort Worth, TX","Roswell, NM",435.0
"Charlotte, NC","Indianapolis, IN",427.0
"Austin, TX","St. Louis, MO",721.0
"Austin, TX","Reno, NV",1405.0
"Austin, TX","Sarasota/Bradenton, FL",936.0
"Bozeman, MT","Chicago, IL",1185.0
"Greer, SC","Miami, FL",637.0
"Chicago, IL","Dayton, OH",240.0
"Chicago, IL","Fort Lauderdale, FL",1167.0
"Myrtle Beach, SC","Newark, NJ",550.0
"Fort Lauderdale, FL","Philadelphia, PA",992.0
"Fort Myers, FL","Newark, NJ",1068.0
"Fort Lauderdale, FL","Myrtle Beach, SC",529.0
"Houston, TX","New Orleans, LA",302.0
"Atlantic City, NJ","Orlando, FL",852.0
"Fort Lauderdale, FL","Tampa, FL",197.0
"Fort Lauderdale, FL","St. Louis, MO",1057.0
"Baltimore, MD","San Juan, PR",1565.0
"Los Angeles, CA","St. Louis, MO",1592.0
"Fort Myers, FL","St. Louis, MO",979.0
"St. Louis, MO","Tampa, FL",869.0
"Nashville, TN","Newark, NJ",748.0
"Las Vegas, NV","Newark, NJ",2227.0
"Fort Myers, FL","Kansas City, MO",1155.0
"Kansas City, MO","Tampa, FL",1048.0
"Columbus, OH","Fort Myers, FL",930.0
"Las Vegas, NV","Louisville, KY",1624.0
"Fort Lauderdale, FL","Newark, NJ",1065.0
"Boston, MA","Myrtle Beach, SC",738.0
"Fort Lauderdale, FL","San Juan, PR",1046.0
"New Orleans, LA","Newark, NJ",1167.0
"Milwaukee, WI","Phoenix, AZ",1460.0
"Phoenix, AZ","St. Louis, MO",1262.0
"Baltimore, MD","Los Angeles, CA",2329.0
"Baltimore, MD","Fort Lauderdale, FL",925.0
"Denver, CO","Fort Lauderdale, FL",1703.0
"Fort Myers, FL","Hartford, CT",1180.0
"Myrtle Beach, SC","New York, NY",563.0
"Los Angeles, CA","Oakland, CA",337.0
"Chicago, IL","Los Angeles, CA",1750.0
"Fort Lauderdale, FL","Pittsburgh, PA",994.0
"Fort Lauderdale, FL","Milwaukee, WI",1243.0
"Aguadilla, PR","Orlando, FL",1129.0
"Indianapolis, IN","Tampa, FL",837.0
"Chicago, IL","Dallas/Fort Worth, TX",802.0
"New Orleans, LA","Tampa, FL",488.0
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",936.0
"Louisville, KY","Tampa, FL",727.0
"Fort Myers, FL","Louisville, KY",835.0
"Myrtle Beach, SC","Philadelphia, PA",473.0
"Baltimore, MD","Boston, MA",369.0
"Dallas/Fort Worth, TX","Fort Lauderdale, FL",1119.0
"Cleveland, OH","Fort Lauderdale, FL",1062.0
"Latrobe, PA","Tampa, FL",866.0
"Fort Lauderdale, FL","Richmond, VA",805.0
"Charleston/Dunbar, WV","Orlando, FL",686.0
"Baltimore, MD","Houston, TX",1246.0
"Fort Myers, FL","Latrobe, PA",956.0
"Cleveland, OH","Los Angeles, CA",2052.0
"Fort Lauderdale, FL","Orlando, FL",177.0
"Fort Lauderdale, FL","Nashville, TN",793.0
"San Juan, PR","Tampa, FL",1237.0
"Fort Lauderdale, FL","Manchester, NH",1262.0
"Manchester, NH","Orlando, FL",1142.0
"Charlotte Amalie, VI","Fort Lauderdale, FL",1107.0
"Fort Myers, FL","Manchester, NH",1271.0
"Manchester, NH","Tampa, FL",1204.0
"Baltimore, MD","Dallas/Fort Worth, TX",1217.0
"Houston, TX","Tampa, FL",781.0
"Columbus, OH","Las Vegas, NV",1771.0
"Austin, TX","Orlando, FL",994.0
"Myrtle Beach, SC","Orlando, FL",388.0
"Austin, TX","Newark, NJ",1504.0
"Atlantic City, NJ","San Juan, PR",1536.0
"Boston, MA","San Juan, PR",1674.0
"Atlantic City, NJ","Fort Lauderdale, FL",977.0
"Fort Lauderdale, FL","Houston, TX",957.0
"Los Angeles, CA","Philadelphia, PA",2402.0
"Akron, OH","Tampa, FL",894.0
"Pittsburgh, PA","Tampa, FL",873.0
"Akron, OH","Fort Myers, FL",991.0
"Baltimore, MD","Myrtle Beach, SC",399.0
"Oakland, CA","Santa Ana, CA",371.0
"Atlantic City, NJ","Miami, FL",998.0
"Miami, FL","Myrtle Beach, SC",549.0
"Las Vegas, NV","Pittsburgh, PA",1910.0
"Atlantic City, NJ","Tampa, FL",913.0
"Atlantic City, NJ","Fort Myers, FL",982.0
"Atlantic City, NJ","Myrtle Beach, SC",466.0
"Baltimore, MD","Fort Myers, FL",919.0
"Aguadilla, PR","Fort Lauderdale, FL",982.0
"Baltimore, MD","Tampa, FL",842.0
"Akron, OH","Orlando, FL",861.0
"Fort Lauderdale, FL","Kansas City, MO",1242.0
"Hartford, CT","Tampa, FL",1111.0
"Christiansted, VI","Fort Lauderdale, FL",1140.0
"Kansas City, MO","Las Vegas, NV",1139.0
"Los Angeles, CA","Louisville, KY",1843.0
"Austin, TX","Fort Lauderdale, FL",1105.0
"Fort Myers, FL","Pittsburgh, PA",966.0
"Los Angeles, CA","Milwaukee, WI",1756.0
"Los Angeles, CA","Pittsburgh, PA",2136.0
"Fort Lauderdale, FL","New Orleans, LA",674.0
"Dallas/Fort Worth, TX","New Orleans, LA",447.0
"Baltimore, MD","Las Vegas, NV",2106.0
"Houston, TX","Newark, NJ",1400.0
"Fort Lauderdale, FL","Latrobe, PA",980.0
"Fort Lauderdale, FL","Las Vegas, NV",2173.0
"Orlando, FL","Richmond, VA",667.0
"Latrobe, PA","Orlando, FL",823.0
"Sacramento, CA","Santa Ana, CA",404.0
"Columbus, OH","Los Angeles, CA",1995.0
"Baltimore, MD","New Orleans, LA",998.0
"Charlotte, NC","Fort Lauderdale, FL",632.0
"Manchester, NH","Washington, DC",418.0
"Milwaukee, WI","Philadelphia, PA",690.0
"Philadelphia, PA","Washington, DC",135.0
"Charlotte, NC","Norfolk, VA",290.0
"Jackson/Vicksburg, MS","Washington, DC",860.0
"Columbia, SC","Washington, DC",401.0
"Hartford, CT","Philadelphia, PA",196.0
"Charlotte, NC","Madison, WI",708.0
"Greer, SC","Washington, DC",384.0
"Charlotte, NC","Scranton/Wilkes-Barre, PA",509.0
"Bangor, ME","Charlotte, NC",921.0
"Charlotte, NC","Chattanooga, TN",241.0
"Charlotte, NC","Lexington, KY",281.0
"Dayton, OH","Washington, DC",368.0
"Indianapolis, IN","Philadelphia, PA",588.0
"Grand Rapids, MI","Washington, DC",501.0
"Charlotte, NC","Fort Wayne, IN",460.0
"Charlotte, NC","Savannah, GA",213.0
"Daytona Beach, FL","Philadelphia, PA",808.0
"Charlotte, NC","Milwaukee, WI",651.0
"Charlotte, NC","Jacksonville, FL",328.0
"Charlotte, NC","Knoxville, TN",177.0
"Allentown/Bethlehem/Easton, PA","Charlotte, NC",481.0
"Charlotte, NC","Dayton, OH",370.0
"Charlotte, NC","Newport News/Williamsburg, VA",282.0
"Charlotte, NC","Wilmington, NC",185.0
"Charlotte, NC","Hartford, CT",644.0
"Birmingham, AL","Charlotte, NC",350.0
"Greer, SC","Philadelphia, PA",515.0
"Charlotte, NC","Cleveland, OH",430.0
"Philadelphia, PA","Savannah, GA",629.0
"Charlotte, NC","Erie, PA",476.0
"Akron, OH","Washington, DC",251.0
"Charlotte, NC","Little Rock, AR",640.0
"Kansas City, MO","Philadelphia, PA",1038.0
"Charlotte, NC","Lynchburg, VA",175.0
"Syracuse, NY","Washington, DC",296.0
"Charlotte, NC","Columbia, SC",88.0
"Cincinnati, OH","Philadelphia, PA",507.0
"Charlotte, NC","White Plains, NY",564.0
"Albany, NY","Washington, DC",325.0
"Charlotte, NC","Pensacola, FL",488.0
"Charlotte, NC","Greensboro/High Point, NC",83.0
"Pensacola, FL","Philadelphia, PA",935.0
"Charlotte, NC","Fayetteville, NC",118.0
"Dayton, OH","Philadelphia, PA",477.0
"Charlotte, NC","Sioux Falls, SD",1021.0
"Charlotte, NC","Sarasota/Bradenton, FL",547.0
"Charlotte, NC","Syracuse, NY",603.0
"Tallahassee, FL","Washington, DC",716.0
"Augusta, GA","Charlotte, NC",140.0
"Asheville, NC","Charlotte, NC",91.0
"Charlotte, NC","New Bern/Morehead/Beaufort, NC",221.0
"Norfolk, VA","Philadelphia, PA",212.0
"Buffalo, NY","Philadelphia, PA",279.0
"Cleveland, OH","Philadelphia, PA",363.0
"Charlotte, NC","Louisville, KY",335.0
"Charlotte, NC","Jackson/Vicksburg, MS",562.0
"Bangor, ME","Philadelphia, PA",473.0
"Charlotte, NC","Grand Rapids, MI",583.0
"Bangor, ME","Washington, DC",601.0
"Huntsville, AL","Washington, DC",596.0
"Greensboro/High Point, NC","Washington, DC",239.0
"Charlotte, NC","Memphis, TN",511.0
"Des Moines, IA","Washington, DC",897.0
"Portland, ME","Washington, DC",493.0
"Charlotte, NC","Ithaca/Cortland, NY",557.0
"Dallas/Fort Worth, TX","Pensacola, FL",604.0
"Charlotte, NC","Flint, MI",555.0
"Baton Rouge, LA","Charlotte, NC",675.0
"Charlotte, NC","Myrtle Beach, SC",157.0
"Charlotte, NC","New Orleans, LA",651.0
"Buffalo, NY","Washington, DC",283.0
"Charlotte, NC","Cincinnati, OH",335.0
"Philadelphia, PA","St. Louis, MO",814.0
"Charlotte, NC","Providence, RI",683.0
"Grand Rapids, MI","Philadelphia, PA",573.0
"Birmingham, AL","Washington, DC",653.0
"Charlotte, NC","Melbourne, FL",490.0
"Knoxville, TN","Washington, DC",419.0
"Charleston, SC","Charlotte, NC",168.0
"Charlotte, NC","Washington, DC",322.0
"Oklahoma City, OK","Washington, DC",1158.0
"Charleston/Dunbar, WV","Washington, DC",249.0
"Burlington, VT","Charlotte, NC",761.0
"Akron, OH","Charlotte, NC",394.0
"Charlotte, NC","Richmond, VA",257.0
"Charlotte, NC","Jacksonville/Camp Lejeune, NC",191.0
"Birmingham, AL","Philadelphia, PA",772.0
"Burlington, VT","Philadelphia, PA",335.0
"Charlotte, NC","Shreveport, LA",764.0
"Rochester, NY","Washington, DC",288.0
"Melbourne, FL","Washington, DC",769.0
"Baltimore, MD","Charlotte, NC",361.0
"Cedar Rapids/Iowa City, IA","Charlotte, NC",742.0
"Charlotte, NC","Daytona Beach, FL",416.0
"Charlotte, NC","Charlottesville, VA",245.0
"Charleston, SC","Philadelphia, PA",550.0
"Memphis, TN","Washington, DC",762.0
"Charlotte, NC","Columbus, GA",295.0
"Charlotte, NC","Nashville, TN",328.0
"Philadelphia, PA","Providence, RI",237.0
"Charlotte, NC","Peoria, IL",607.0
"Charlotte, NC","Gainesville, FL",388.0
"Cleveland, OH","Washington, DC",288.0
"Savannah, GA","Washington, DC",515.0
"Columbus, OH","Philadelphia, PA",406.0
"Providence, RI","Washington, DC",371.0
"Philadelphia, PA","Portland, ME",364.0
"Charleston/Dunbar, WV","Charlotte, NC",221.0
"Charlotte, NC","Kansas City, MO",808.0
"Norfolk, VA","Washington, DC",157.0
"Charlotte, NC","Tallahassee, FL",386.0
"Washington, DC","White Plains, NY",234.0
"Charlotte, NC","Valparaiso, FL",460.0
"Charlotte, NC","South Bend, IN",534.0
"Charlotte, NC","Harrisburg, PA",413.0
"Panama City, FL","Washington, DC",769.0
"Albany, NY","Charlotte, NC",646.0
"Buffalo, NY","Charlotte, NC",546.0
"Charlotte, NC","Greer, SC",75.0
"Pittsburgh, PA","Washington, DC",182.0
"Charlotte, NC","Manchester, NH",737.0
"Charlotte, NC","Gulfport/Biloxi, MS",577.0
"Pensacola, FL","Washington, DC",804.0
"New Orleans, LA","Washington, DC",955.0
"Charlotte, NC","Lafayette, LA",729.0
"Washington, DC","Wilmington, NC",323.0
"Charlotte, NC","Omaha, NE",913.0
"St. Louis, MO","Washington, DC",696.0
"Alexandria, LA","Charlotte, NC",722.0
"Louisville, KY","Washington, DC",451.0
"Knoxville, TN","Philadelphia, PA",554.0
"Nashville, TN","Washington, DC",542.0
"Charlotte, NC","St. Louis, MO",575.0
"Charlotte, NC","Oklahoma City, OK",940.0
"Charlotte, NC","Panama City, FL",437.0
"Tulsa, OK","Washington, DC",1049.0
"Madison, WI","Philadelphia, PA",764.0
"Manchester, NH","Philadelphia, PA",289.0
"Charlotte, NC","Rochester, NY",573.0
"Chattanooga, TN","Washington, DC",523.0
"Charlotte, NC","Tulsa, OK",842.0
"Memphis, TN","Philadelphia, PA",875.0
"Valparaiso, FL","Washington, DC",789.0
"Charlotte, NC","Huntsville, AL",333.0
"Philadelphia, PA","Pittsburgh, PA",268.0
"Charlotte, NC","Raleigh/Durham, NC",130.0
"Lansing, MI","Washington, DC",479.0
"Appleton, WI","Charlotte, NC",742.0
"Montgomery, AL","Washington, DC",693.0
"Bristol/Johnson City/Kingsport, TN","Charlotte, NC",119.0
"Burlington, VT","Washington, DC",441.0
"Seattle, WA","Yakima, WA",103.0
"Anchorage, AK","Fairbanks, AK",261.0
"San Diego, CA","Spokane, WA",1027.0
"Idaho Falls, ID","Seattle, WA",566.0
"Fresno, CA","Seattle, WA",748.0
"San Luis Obispo, CA","Seattle, WA",847.0
"Great Falls, MT","Seattle, WA",512.0
"Redding, CA","Seattle, WA",479.0
"Santa Rosa, CA","Seattle, WA",618.0
"Helena, MT","Seattle, WA",491.0
"Boise, ID","Portland, OR",344.0
"Billings, MT","Seattle, WA",664.0
"Seattle, WA","Walla Walla, WA",213.0
"Boise, ID","San Francisco, CA",522.0
"Monterey, CA","Seattle, WA",750.0
"Santa Barbara, CA","Seattle, WA",908.0
"Seattle, WA","Sun Valley/Hailey/Ketchum, ID",475.0
"Seattle, WA","Wichita, KS",1430.0
"Medford, OR","Seattle, WA",352.0
"Eugene, OR","Seattle, WA",234.0
"San Diego, CA","San Jose, CA",417.0
"Pasco/Kennewick/Richland, WA","Seattle, WA",172.0
"Bend/Redmond, OR","Seattle, WA",228.0
"Everett, WA","Las Vegas, NV",894.0
"Pullman, WA","Seattle, WA",250.0
"Portland, OR","San Jose, CA",569.0
"Seattle, WA","Wenatchee, WA",99.0
"Boise, ID","Everett, WA",419.0
"Missoula, MT","Seattle, WA",389.0
"Portland, OR","Spokane, WA",279.0
"Fresno, CA","Portland, OR",626.0
"Portland, OR","San Francisco, CA",550.0
"Portland, OR","Santa Ana, CA",859.0
"Oakland, CA","Seattle, WA",672.0
"Oakland, CA","Portland, OR",543.0
"Boise, ID","San Jose, CA",523.0
"Everett, WA","Phoenix, AZ",1133.0
"San Francisco, CA","Spokane, WA",733.0
"San Diego, CA","San Francisco, CA",447.0
"Boise, ID","Seattle, WA",399.0
"Kalispell, MT","Seattle, WA",379.0
"Reno, NV","Seattle, WA",564.0
"Bend/Redmond, OR","Los Angeles, CA",726.0
"Bozeman, MT","Seattle, WA",543.0
"Bellingham, WA","Seattle, WA",93.0
"Everett, WA","Palm Springs, CA",1017.0
"Portland, OR","Reno, NV",444.0
"Everett, WA","Spokane, WA",222.0
"Los Angeles, CA","San Jose, CA",308.0
"Medford, OR","Portland, OR",222.0
"Portland, OR","San Diego, CA",933.0
"Hayden, CO","Seattle, WA",891.0
"Boise, ID","Sacramento, CA",437.0
"El Paso, TX","Seattle, WA",1368.0
"Portland, OR","Santa Rosa, CA",489.0
"Los Angeles, CA","Spokane, WA",945.0
"Boise, ID","Spokane, WA",287.0
"Portland, OR","San Luis Obispo, CA",722.0
"Los Angeles, CA","Reno, NV",391.0
"Anchorage, AK","Dillingham, AK",329.0
"Everett, WA","Tucson, AZ",1241.0
"San Jose, CA","Spokane, WA",742.0
"Austin, TX","Boise, ID",1375.0
"Boise, ID","Pullman, WA",224.0
"Sacramento, CA","San Diego, CA",480.0
"Boise, ID","Chicago, IL",1437.0
"Portland, OR","Santa Barbara, CA",784.0
"Anchorage, AK","King Salmon, AK",288.0
"Monterey, CA","San Diego, CA",375.0
"Dallas/Fort Worth, TX","Portland, OR",1616.0
"Chicago, IL","Portland, OR",1751.0
"San Jose, CA","Seattle, WA",696.0
"Sacramento, CA","Seattle, WA",605.0
"Everett, WA","Portland, OR",161.0
"Boise, ID","San Diego, CA",749.0
"Portland, OR","Sacramento, CA",479.0
"Palm Springs, CA","San Jose, CA",390.0
"Albuquerque, NM","Portland, OR",1111.0
"Dallas/Fort Worth, TX","Seattle, WA",1660.0
"Palm Springs, CA","Portland, OR",873.0
"Boise, ID","Palm Springs, CA",672.0
"Everett, WA","Santa Ana, CA",1008.0
"Everett, WA","San Diego, CA",1080.0
"San Diego, CA","Santa Barbara, CA",192.0
"Albuquerque, NM","Baltimore, MD",1670.0
"Albuquerque, NM","Dallas, TX",580.0
"Albuquerque, NM","Houston, TX",744.0
"Albuquerque, NM","Los Angeles, CA",677.0
"Albuquerque, NM","Kansas City, MO",718.0
"Albuquerque, NM","Oakland, CA",889.0
"Albuquerque, NM","Phoenix, AZ",328.0
"Albuquerque, NM","San Diego, CA",628.0
"Albuquerque, NM","San Antonio, TX",609.0
"Albany, NY","Baltimore, MD",289.0
"Amarillo, TX","Dallas, TX",323.0
"Austin, TX","Burbank, CA",1241.0
"Austin, TX","Baltimore, MD",1342.0
"Austin, TX","Dallas, TX",189.0
"Austin, TX","Washington, DC",1297.0
"Austin, TX","Houston, TX",140.0
"Austin, TX","Lubbock, TX",341.0
"Austin, TX","Long Beach, CA",1226.0
"Austin, TX","Miami, FL",1103.0
"Austin, TX","Oakland, CA",1497.0
"Austin, TX","Phoenix, AZ",872.0
"Austin, TX","San Diego, CA",1164.0
"Austin, TX","San Jose, CA",1476.0
"Austin, TX","Sacramento, CA",1481.0
"Hartford, CT","Nashville, TN",852.0
"Baltimore, MD","Hartford, CT",283.0
"Denver, CO","Hartford, CT",1671.0
"Fort Lauderdale, FL","Hartford, CT",1173.0
"Baltimore, MD","Birmingham, AL",682.0
"Birmingham, AL","Dallas, TX",587.0
"Birmingham, AL","Denver, CO",1083.0
"Birmingham, AL","Houston, TX",562.0
"Birmingham, AL","Las Vegas, NV",1618.0
"Birmingham, AL","Orlando, FL",479.0
"Birmingham, AL","Tampa, FL",459.0
"Boston, MA","Nashville, TN",942.0
"Burbank, CA","Nashville, TN",1791.0
"Baltimore, MD","Nashville, TN",587.0
"Charleston, SC","Nashville, TN",439.0
"Cleveland, OH","Nashville, TN",448.0
"Columbus, OH","Nashville, TN",337.0
"Dallas, TX","Nashville, TN",623.0
"Nashville, TN","Panama City, FL",401.0
"Houston, TX","Nashville, TN",657.0
"Islip, NY","Nashville, TN",803.0
"Kansas City, MO","Nashville, TN",491.0
"Milwaukee, WI","Nashville, TN",475.0
"Nashville, TN","New Orleans, LA",471.0
"Myrtle Beach, SC","Nashville, TN",471.0
"Nashville, TN","Oakland, CA",1959.0
"Nashville, TN","Oklahoma City, OK",616.0
"Nashville, TN","Norfolk, VA",585.0
"Nashville, TN","Phoenix, AZ",1449.0
"Nashville, TN","Pensacola, FL",391.0
"Fort Myers, FL","Nashville, TN",722.0
"Nashville, TN","San Diego, CA",1751.0
"Nashville, TN","San Antonio, TX",822.0
"Nashville, TN","Savannah, GA",417.0
"Nashville, TN","San Jose, CA",1947.0
"Nashville, TN","San Juan, PR",1753.0
"Nashville, TN","Santa Ana, CA",1772.0
"Nashville, TN","St. Louis, MO",272.0
"Nashville, TN","Tampa, FL",612.0
"Nashville, TN","Valparaiso, FL",389.0
"Boise, ID","Denver, CO",649.0
"Boise, ID","Oakland, CA",512.0
"Boston, MA","Denver, CO",1754.0
"Boston, MA","Houston, TX",1597.0
"Boston, MA","St. Louis, MO",1047.0
"Baltimore, MD","Buffalo, NY",281.0
"Buffalo, NY","Denver, CO",1359.0
"Buffalo, NY","Fort Lauderdale, FL",1166.0
"Buffalo, NY","Las Vegas, NV",1986.0
"Buffalo, NY","Phoenix, AZ",1912.0
"Buffalo, NY","San Juan, PR",1845.0
"Burbank, CA","Dallas, TX",1243.0
"Burbank, CA","Houston, TX",1389.0
"Burbank, CA","Oakland, CA",325.0
"Burbank, CA","Reno, NV",374.0
"Burbank, CA","San Francisco, CA",326.0
"Burbank, CA","San Jose, CA",296.0
"Burbank, CA","Salt Lake City, UT",574.0
"Burbank, CA","Sacramento, CA",358.0
"Baltimore, MD","Charleston, SC",472.0
"Baltimore, MD","Cleveland, OH",314.0
"Baltimore, MD","Columbus, OH",337.0
"Baltimore, MD","Cincinnati, OH",430.0
"Baltimore, MD","Dallas, TX",1209.0
"Baltimore, MD","Greer, SC",426.0
"Baltimore, MD","Indianapolis, IN",516.0
"Baltimore, MD","Islip, NY",220.0
"Baltimore, MD","Jackson/Vicksburg, MS",888.0
"Baltimore, MD","Jacksonville, FL",663.0
"Baltimore, MD","New York, NY",184.0
"Baltimore, MD","Kansas City, MO",967.0
"Baltimore, MD","Memphis, TN",787.0
"Baltimore, MD","Manchester, NH",377.0
"Baltimore, MD","Milwaukee, WI",641.0
"Baltimore, MD","Norfolk, VA",159.0
"Baltimore, MD","West Palm Beach/Palm Beach, FL",883.0
"Baltimore, MD","Phoenix, AZ",1999.0
"Baltimore, MD","Pittsburgh, PA",210.0
"Baltimore, MD","Providence, RI",327.0
"Baltimore, MD","Portland, ME",452.0
"Baltimore, MD","Raleigh/Durham, NC",255.0
"Baltimore, MD","Rochester, NY",277.0
"Baltimore, MD","San Diego, CA",2295.0
"Baltimore, MD","San Antonio, TX",1407.0
"Baltimore, MD","Savannah, GA",549.0
"Baltimore, MD","Louisville, KY",495.0
"Baltimore, MD","St. Louis, MO",738.0
"Baltimore, MD","Syracuse, NY",273.0
"Baltimore, MD","Valparaiso, FL",819.0
"Bozeman, MT","Dallas, TX",1172.0
"Bozeman, MT","Denver, CO",524.0
"Charleston, SC","Dallas, TX",977.0
"Charleston, SC","Denver, CO",1449.0
"Cleveland, OH","St. Louis, MO",487.0
"Charlotte, NC","Dallas, TX",926.0
"Columbus, OH","Dallas, TX",919.0
"Columbus, OH","Denver, CO",1154.0
"Columbus, OH","Houston, TX",1000.0
"Columbus, OH","Phoenix, AZ",1670.0
"Columbus, OH","St. Louis, MO",409.0
"Colorado Springs, CO","Dallas, TX",602.0
"Colorado Springs, CO","Denver, CO",73.0
"Colorado Springs, CO","San Antonio, TX",732.0
"Corpus Christi, TX","Houston, TX",201.0
"Dallas, TX","Washington, DC",1184.0
"Dallas, TX","Denver, CO",651.0
"Dallas, TX","Panama City, FL",674.0
"Dallas, TX","El Paso, TX",562.0
"Dallas, TX","Fort Lauderdale, FL",1108.0
"Dallas, TX","Hayden, CO",779.0
"Dallas, TX","Houston, TX",216.0
"Dallas, TX","Harlingen/San Benito, TX",458.0
"Dallas, TX","Indianapolis, IN",755.0
"Dallas, TX","Jacksonville, FL",907.0
"Dallas, TX","Las Vegas, NV",1067.0
